"商品
上架日","銷售
與否(有日期代表停售)","保險
公司",險種名稱,"險種
代號","保險
年齡","
年期",幣別,"保費
級距",繳費類型,商品類別,"佣金
第1年","佣金
第2年","佣金
第3年","佣金
第4年","佣金
第5年","佣金
第6年","佣金
第7年","佣金
第8年","佣金
第9年","佣金
第10年","服務
津貼
第2年","服務
津貼
第3年","服務
津貼
第4年","服務
津貼
第5年","服務
津貼
第6年","服務
津貼
第7年","服務
津貼
第8年","服務
津貼
第9年","服務
津貼
第10年",PR13,PR25,年終
2025/8/29,銷售中,新光,鑫新年年利率變動型終身還本保險 ,K7A02,,2,,,,主約,10.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/8/29,銷售中,新光,鑫新年年利率變動型終身還本保險 ,K7A06,,6,,,,主約,28.00%,0.30%,,,,,,,,,0.20%,,,,,,,,,Y,Y,N
2025/8/1,銷售中,新光,尚利high利率變動型終身壽險（定期給付型）,SJ001,,1,,,躉,主約,3.60%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/8/1,銷售中,新光,尚利high利率變動型終身壽險（定期給付型）,SJA02,,2,,,,主約,8.90%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/6/11,銷售中,新光,新依靠B型長期照顧終身健康保險,N3A10,,10,,,,主約,52.00%,2.80%,2.50%,1.50%,1.50%,1.50%,0.50%,,,,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2025/6/11,銷售中,新光,新依靠B型長期照顧終身健康保險,N3A20,,20,,,,主約,72.00%,3.50%,3.40%,2.50%,2.50%,1.50%,1.50%,1.50%,1.50%,1.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2025/6/11,銷售中,新光,新依靠B型長期照顧終身健康保險,N3A30,,30,,,,主約,75.00%,3.50%,2.20%,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.20%,Y,Y,Y
2025/6/11,銷售中,新光,新依靠A型長期照顧終身保險,D3A10,,10,,,,主約,52.00%,2.80%,2.50%,1.50%,1.50%,1.50%,0.50%,,,,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2025/6/11,銷售中,新光,新依靠A型長期照顧終身保險,D3A20,,20,,,,主約,72.00%,3.50%,3.40%,2.50%,2.50%,1.50%,1.50%,1.50%,1.50%,1.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2025/6/11,銷售中,新光,新依靠A型長期照顧終身保險,D3A30,,30,,,,主約,75.00%,3.50%,2.20%,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.20%,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A2G01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A2H01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A2I01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A3G01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A3H01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A3I01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A3J01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/6/11,銷售中,新光,增呵護自負額住院醫療健康保險附約,A3K01,,1,,,,附約,33.60%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2025/4/16,銷售中,新光,美鑽長青外幣利率變動型終身壽險,WZA06,,6,,,,主約,50.00%,0.50%,0.30%,,,,,,,,0.50%,0.20%,,,,,,,,Y,Y,N
2025/4/16,銷售中,新光,美鑽長青外幣利率變動型終身壽險,WZA08,,8,,,,主約,65.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,Y,Y,N
2025/4/16,2026/1/21,新光,添安心特定傷病定期健康保險（定期給付型） ,SNA15,,15,,,,主約,51.00%,2.00%,1.50%,1.50%,1.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2025/4/16,2026/1/21,新光,添安心特定傷病定期健康保險（定期給付型）,SNA20,,20,,,,主約,72.00%,3.50%,3.50%,2.50%,2.50%,1.50%,1.50%,1.50%,1.50%,1.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2025/4/1,2025/11/26,新光,美滿人生外幣利率變動型終身壽險（定期給付型）,TLA06,,6,,,,主約,50.00%,0.20%,0.20%,,,,,,,,0.30%,0.30%,,,,,,,,Y,Y,N
2025/4/1,2025/11/26,新光,美滿人生外幣利率變動型終身壽險（定期給付型）,TLA10,,10,,,,主約,70.00%,0.50%,0.50%,0.50%,0.50%,,,,,,0.50%,0.50%,0.50%,0.50%,,,,,,Y,Y,N
2025/4/1,2025/11/26,新光,美滿人生外幣利率變動型終身壽險（定期給付型）,TLA20,,20,,,,主約,90.00%,2.00%,2.00%,2.00%,2.00%,2.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2025/4/1,銷售中,新光,金來保利率變動型終身壽險（定期給付型） ,SLA03,0~70,3,,,,主約,29.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/4/1,銷售中,新光,金來保利率變動型終身壽險（定期給付型） ,SLA03,71~,3,,,,主約,19.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/4/1,銷售中,新光,金來保利率變動型終身壽險（定期給付型） ,SLA06,,6,,,,主約,40.00%,0.30%,,,,,,,,,0.20%,,,,,,,,,Y,Y,N
2025/4/1,銷售中,新光,家利high利率變動型終身壽險（定期給付型） ,SK099,,1,,,躉,主約,3.30%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/4/1,銷售中,新光,家利high利率變動型終身壽險（定期給付型） ,SKA02,,2,,,,主約,8.40%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2025/3/5,銷售中,新光,美利多倍外幣利率變動型終身壽險（定期給付型）,P2A06,,6,,,,主約,64.00%,0.30%,,,,,,,,,0.20%,,,,,,,,,Y,Y,N
2025/3/5,銷售中,新光,美利多倍外幣利率變動型終身壽險（定期給付型）,P2A08,,8,,,,主約,90.00%,0.30%,0.20%,,,,,,,,0.20%,0.10%,,,,,,,,Y,Y,N
2025/2/19,銷售中,新光,愛有醫靠防癌定期健康保險,P0A10,,10,,,,主約,50.00%,3.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2025/2/19,銷售中,新光,愛有醫靠防癌定期健康保險,P0A20,,20,,,,主約,60.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,2.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.5%~,Y,Y,N
2025/2/19,銷售中,新光,愛有醫靠防癌定期健康保險,P0A30,,30,,,,主約,70.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2025/2/19,2025/3/25,新光,穩萬利外幣投資連結型年金保險_第2期  ,CW021,,1,,,躉,投資型,3.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/9/1,銷售中,新光,GO平安new終身傷害暨兒童傷害失能保險,WGA06,,1,,,,主約,30.00%,14.00%,14.00%,14.00%,14.00%,14.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2024/9/1,銷售中,新光,GO平安new終身傷害暨兒童傷害失能保險,WGA10,,1,,,,主約,40.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%,15.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/9/1,銷售中,新光,GO平安new終身傷害暨兒童傷害失能保險,WGA20,,1,,,,主約,50.00%,17.00%,17.00%,17.00%,17.00%,17.00%,17.00%,17.00%,17.00%,17%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/12/25,銷售中,新光,Joy平安定期傷害保險,RLA10,,10,,,,主約,30.00%,13.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/12/25,銷售中,新光,Joy平安定期傷害保險,RLA20,,20,,,,主約,46.00%,18.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/7/1改版,銷售中,新光,一年期手術健康保險附約,H2D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,銷售中,新光,一年期手術健康保險附約,H2E01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,銷售中,新光,一年期手術健康保險附約,H2F01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,銷售中,新光,一年期特定傷病健康保險附約,I5D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,一年期特定傷病健康保險附約,I5E01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,一年期特定傷病健康保險附約,I5F01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,一次心安長期照顧終身健康保險附約,BJA10,,10,,,,附約,45.00%,2.00%,2.00%,2.00%,,,,,,,,,,,,,,,,Y,,Y
2024/7/1改版,銷售中,新光,一次心安長期照顧終身健康保險附約,BJA15,,15,,,,附約,55.00%,2.00%,2.00%,2.00%,,,,,,,,,,,,,,,,Y,,Y
2024/7/1改版,銷售中,新光,一次心安長期照顧終身健康保險附約,BJA20,,20,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,,,,,,,,,,Y,,Y
2024/7/1改版,銷售中,新光,大安安傷害保險附約,N2A01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,跟主約,跟主約,跟主約
2024/7/1改版,銷售中,新光,大安安傷害保險附約,N2B01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,跟主約,跟主約,跟主約
2024/7/1改版,銷售中,新光,大安安傷害保險附約,N2C01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,跟主約,跟主約,跟主約
2024/5/1,銷售中,新光,五利富足終身還本保險,NHA06,,6,,,,主約,26.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,N,N,N
2024/5/1,銷售中,新光,五利富足終身還本保險,NIA06,,6,,,,主約,26.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,N,N,N
2024/5/1,銷售中,新光,五利富足終身還本保險,NJA06,,6,,,,主約,26.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,N,N,N
2024/5/1,銷售中,新光,五利富足終身還本保險,NKA06,,6,,,,主約,26.00%,0.50%,,,,,,,,,0.50%,,,,,,,,,N,N,N
2024/7/1改版,銷售中,新光,卡安心重大傷病定期保險,MYA10,,10,,,,主約,45.00%,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/7/1改版,銷售中,新光,卡安心重大傷病定期保險,MYA15,,15,,,,主約,55.00%,2.00%,2.00%,2.00%,2.00%,2.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/7/1改版,銷售中,新光,卡安心重大傷病定期保險,MYA20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,3.00%,3.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.5%~,Y,Y,Y
2024/7/1,2024/9/1,新光,好平安傷害醫療保險金附加條款 ,L5D01,,1,,,,附約,32.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5%~,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,N
2024/7/1改版,銷售中,新光,好安心定期健康保險附約,YHA75,0~50,1,,,,附約,59.00%,10.00%,4.00%,4.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,好安心定期健康保險附約,YHA75,51~60,1,,,,附約,38.00%,10.00%,4.00%,4.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,好時光手術醫療定期健康保險附約,IIA10,,10,,,,附約,40.00%,4.00%,3.00%,2.00%,,,,,,,,,,,,,,,,Y,,Y
2024/5/1,銷售中,新光,守護滿分定期健康保險附約,W5A,0~75,0~75,,,75滿,附約,55.00%,4.00%,4.00%,,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2024/5/1,銷售中,新光,守護滿分定期健康保險附約,W5A10,,10,,,,附約,55.00%,4.00%,4.00%,,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,安心守護手術醫療終身健康保險,NQA10,,10,,,,主約,43.00%,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/7/1改版,銷售中,新光,安心守護手術醫療終身健康保險,NQA15,,15,,,,主約,52.00%,2.00%,2.00%,2.00%,2.00%,2.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/7/1改版,銷售中,新光,安心守護手術醫療終身健康保險,NQA20,,20,,,,主約,70.00%,3.00%,3.00%,3.00%,3.00%,3.00%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,1.00%,0.50%,0.50%,0.50%,0.50%,Y,Y,Y
2024/7/1改版,銷售中,新光,安心配特定處置終身健康保險附約,JQA10,,10,,,,附約,45.00%,2.00%,1.00%,,,,,,,,0.50%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,安心配特定處置終身健康保險附約,JQA15,,15,,,,附約,50.00%,2.00%,2.00%,0.50%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,安心配特定處置終身健康保險附約,JQA20,,20,,,,附約,70.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,住院醫療日額(甲型)保險附約,S2D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,住院醫療日額(甲型)保險附約,S2E01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/7/1改版,銷售中,新光,住院醫療日額(甲型)保險附約,S2F01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,N,Y
2024/1/1改版,2024/7/1,新光,享安心卡重大定期傷病定期保險,DHA10,,10,,,,主約,45.00%,2.00%,1.00%,0.00%,,,,,,,0.50%,,,,,,,,,Y,Y,Y
2024/1/1改版,2024/7/1,新光,享安心卡重大定期傷病定期保險,DHA15,,15,,,,主約,50.00%,2.00%,2.00%,0.50%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,2024/7/1,新光,享安心卡重大定期傷病定期保險,DHA20,,20,,,,主約,72.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/5,銷售中,新光,呵護安心住院醫療健康保險附約,U1D01,,1,,,,附約,32.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/7/1改版,2024/7/5,新光,呵護安心住院醫療健康保險附約,U1D01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,2024/7/5,新光,呵護安心住院醫療健康保險附約,U1E01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/7/1改版,2024/7/5,新光,呵護安心住院醫療健康保險附約,U1F01,,1,,,,附約,80.00%,8.00%,3.00%,3.00%,,,,,,,,,,,,,,,,N,,Y
2024/3/20,銷售中,新光,尚好利利率變動型終身壽險（定期給付型）,PB001,,1,,,躉,主約,4.70%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/3/20,銷售中,新光,尚好利利率變動型終身壽險（定期給付型）,PBA02,,2,,,,主約,9.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/11/21,銷售中,新光,尚美得外幣利率變動型終身壽險（定期給付型）,NZA03,0~70,3,,,,主約,36.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/11/21,銷售中,新光,尚美得外幣利率變動型終身壽險（定期給付型）,NZA03,71~77,3,,,,主約,26.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/7/1改版,銷售中,新光,幸福安康重大疾病終身健康保險附約_乙型,H4A10,,10,,,,附約,45.00%,1.00%,1.00%,1.00%,,,,,,,,,,,,,,,,依主約,依主約,Y
2024/7/1改版,銷售中,新光,幸福安康重大疾病終身健康保險附約_乙型,H4A15,,15,,,,附約,48.00%,1.00%,1.00%,1.00%,,,,,,,,,,,,,,,,依主約,依主約,Y
2024/7/1改版,銷售中,新光,幸福安康重大疾病終身健康保險附約_乙型,H4A20,,20,,,,附約,50.00%,1.00%,1.00%,1.00%,,,,,,,,,,,,,,,,依主約,依主約,Y
2024/3/20,銷售中,新光,金好旺利率變動型終身壽險（定期給付型）,PJ001,,1,,,躉,主約,10.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/3/20,銷售中,新光,金好旺利率變動型終身壽險（定期給付型）,PJA02,0~75,2,,,,主約,17.20%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/3/20,銷售中,新光,金好旺利率變動型終身壽險（定期給付型）,PJA02,76~,2,,,,主約,14.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2026/1/1,新光,金佳鑽利率變動型終身壽險（定期給付型）,PDA02,,2,,,,主約,9.80%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2026/1/1,新光,金佳鑽利率變動型終身壽險（定期給付型）信用卡,PE001,,1,,,躉,主約,3.20%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/1/24,2026/1/1,新光,金佳鑽利率變動型終身壽險（定期給付型）匯款、轉帳,PD001,,1,,,躉,主約,4.70%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/10/23,2026/1/1,新光,金福保利率變動型終身壽險（定期給付型）,SBA03,0~70,3,,,,主約,27.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/10/23,2026/1/1,新光,金福保利率變動型終身壽險（定期給付型）,SBA03,70~77,3,,,,主約,17.00%,0.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2024/7/1改版,2025/8/31,新光,長照久久A型長期照顧終身保險,DDA10,,10,,,,主約,42.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,2025/8/31,新光,長照久久A型長期照顧終身保險,DDA15,,15,,,,主約,44.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,2025/8/31,新光,長照久久A型長期照顧終身保險,DDA20,,20,,,,主約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,2025/8/31,新光,長照久久B型長期照顧終身健康保險,BLA10,,10,,,,主約,45.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,2025/8/31,新光,長照久久B型長期照顧終身健康保險,BLA15,,15,,,,主約,55.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,2025/8/31,新光,長照久久B型長期照顧終身健康保險,BLA20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,銷售中,新光,長照心安長期照顧終身健康保險,BIA10,,10,,,,主約,45.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,銷售中,新光,長照心安長期照顧終身健康保險,BIA15,,15,,,,主約,55.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/1/1改版,銷售中,新光,長照心安長期照顧終身健康保險,BIA20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/2/20,銷售中,新光,長照增安 B 型長期照顧終身健康保險,MPA10,,10,,,,主約,55.00%,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/2/20,銷售中,新光,長照增安 B 型長期照顧終身健康保險,MPA20,,20,,,,主約,90.00%,3.00%,3.00%,3.00%,3.00%,3.00%,,,,,0.50%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/2/20,銷售中,新光,長照增安 B 型長期照顧終身健康保險,MPA30,,30,,,,主約,90.00%,4.00%,4.00%,4.00%,4.00%,4.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/7/1改版,銷售中,新光,長照增安長期照顧終身保險,CGA10,,10,,,,主約,55.00%,2.00%,2.00%,2.00%,,,,,,,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,Y,Y,N
2024/7/1改版,銷售中,新光,長照增安長期照顧終身保險,CGA20,,20,,,,主約,90.00%,3.00%,3.00%,3.00%,,,,,,,0.50%,0.50%,0.50%,0.50%,0.50%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/7/1改版,銷售中,新光,長照增安長期照顧終身保險,CGA30,,30,,,,主約,90.00%,4.00%,4.00%,4.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,N
2024/7/1改版,銷售中,新光,活力安心手術醫療終身健康保險New,NPA10,,10,,,,主約,46.00%,7.00%,6.00%,6.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2024/7/1改版,銷售中,新光,活力安心手術醫療終身健康保險New,NPA15,,15,,,,主約,51.00%,5.00%,4.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/7/1改版,銷售中,新光,活力安心手術醫療終身健康保險New,NPA20,,20,,,,主約,51.00%,5.00%,4.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2024/7/1改版,銷售中,新光,活力健康住院醫療終身健康保險New,NNA10,,10,,,,主約,46.00%,7.00%,6.00%,6.00%,,,,,,,,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,活力健康住院醫療終身健康保險New,NNA15,,15,,,,主約,51.00%,5.00%,4.00%,1.00%,,,,,,,,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,活力健康住院醫療終身健康保險New,NNA20,,20,,,,主約,51.00%,5.00%,4.00%,1.00%,,,,,,,,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛幸福重大疾病暨特定傷病定期保險,GCA10,,10,,,,主約,45.00%,2.00%,1.00%,,,,,,,,0.50%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛幸福重大疾病暨特定傷病定期保險,GCA15,,15,,,,主約,50.00%,2.00%,2.00%,0.50%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛幸福重大疾病暨特定傷病定期保險,GCA20,,20,,,,主約,70.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛健康防癌終身保險,FCA10,,10,,,,主約,50.00%,3.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛健康防癌終身保險,FCA15,,15,,,,主約,60.00%,3.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛健康防癌終身保險,FCA20,,20,,,,主約,70.00%,5.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2024/7/1改版,銷售中,新光,珍愛御守終身防癌健康保險附約,J2A10,,10,,,,附約,50.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2.00%,Y,Y,Y
